tconst,cinemeta_title,cinemeta_directors,cinemeta_writers
tt42483708,America at Arms: The Great Gun Debate,Larry Chavana; Shannon Saletti,Larry Chavana; Shannon Saletti
tt42664199,Dead Run,\N,\N
tt42705316,Rab to vaddi maa,\N,MikaMajitha
tt4273924,Indulgence,Jocelyn Leroux,\N
tt4289812,Kabbani,Bashar Shbib,Bashar Shbib
tt4292420,\N,\N,\N
tt4299302,The House,\N,\N
tt43209729,Il ponte della vita,Francisco Saia,Francisco Saia
tt4326814,Il ragazzo della Folgore,Claudio Costa,Lorenzo Ruffini
tt4331290,La Sonate des spectres,Ivan Heidsieck,\N
tt43437600,Reina Morena,Ana Vico,Ana Vico
tt43573625,La Santa Muerte La Verdad Oculta,Jeovanny Diaz,Erendira Huazano
tt43589731,Kengur Returns Home,Miroslav Momčilović,\N
tt43594313,Guys 'N Divas 2: Nigga Twat: Da Pussy Chronicles,Barry W. Blaustein,Barry W. Blaustein; Adam Heatherly; Nic Sampson
tt43620160,Minha Primeira Namorada,Jonathan Haagensen; Kátia Lund,Luanna Guimarães; Bárbara Velloso; Camila C. Bastos
tt43622180,A Minute Past Midnight,Brett Victor,Jared James
tt43636886,The Orchard,\N,Anir Chakravorty
tt4366200,Surrendered,Brett Divine,\N
tt4368388,The Vandals,\N,Andrew Chamings
tt4369136,Hide in the Light,Mikey McGregor,Mikey McGregor
tt4381280,Yabureta hâto o urimono ni,Shinji Aoyama; Hajime Hashimoto; Yukiko Mishima,Shinpei Yamazaki; Yukiko Mishima; Yûya Yamaguchi
tt4419472,Trophy Husband,Nat Bennett; Sam Rosen; Nat Bennett,Nat Bennett; Nat Bennett; Sam Rosen
tt4424560,The International Space Orchestra,Nelly Ben Hayoun,\N
tt4433060,All the Queen's Men,Ivana Massetti,Ivana Massetti
tt4457716,Todo Incluido,Roberto Angel Salcedo,Roberto Angel Salcedo
tt4457798,The Mongers,\N,Eron S. Ilich; Rebecca C. Lofgren-Ilich; David K. Montoya
tt4466494,Everyday Heroes,Anne-Dauphine Julliand,\N
tt4468308,The Legacy of Frida Kahlo,Tadasuke Kotani,\N
tt4474924,Pinches Actores,Jerome Dufour; Guillaume Dufour,\N
tt4477428,Chemical Influence,\N,Diana M. Pysher; Diana M. Pysher
tt4529180,Don't Open the Box,Andy Dodd,Andy Dodd
tt4541900,Friends of Rome,Gaba Michael Igereh Ado,Gaba Michael Igereh Ado
tt4570910,Onna no ichinen,\N,\N
tt4587834,City of Vultures,Marcus Carothers,Marcus Carothers
tt4588982,"Small Town, Wisconsin",Andrew Napier,Andrew Napier; Joshua Pfaff
tt4603206,"Dora Maar: After Picasso, Only God",\N,Mary Ann Caws; Leonard B. Rosman
tt4607708,A magyar bulletin,Gábor Ferenczi,\N
tt4610604,Passing Through,\N,\N
tt4635920,Jacoozzi Jones: The Reindeer Whisperer,\N,Robert Fleischmann; John Kraski
tt4641882,Todd McFarlane's Spawn 3: The Ultimate Battle,Chuck Patton; Brad Rader; Mike Vosburg,\N
tt4662730,Every Good Boy Does Fine,Antti-Jussi Annila,Jonathan Dees
tt4665926,Cut Out The Eyes,Xu Tong,\N
tt4683448,Kaale Gore,\N,\N
tt4737564,Chihuly Fire and Light,Peter West,\N
tt4745762,American Bystander,Gabriel Dohrn,\N
tt4761870,Ghostumentary,Bill Doty,\N
tt4777534,Cheeseheads: The Documentary,John Mitchell,\N
tt4788320,Original Copy,Georg Heinzen; Florian Heinzen-Ziob,Georg Heinzen; Florian Heinzen-Ziob
tt4791252,"Sino Ka, Madame X?",Ding M. De Jesus,\N
tt4800408,Bad Deeds,Francisco Lorite,Francisco Lorite
tt4816366,Marty in Transit,Montetré,Montetré
tt4817832,What the Hell? A Practical Guide to Damnation,Michael MacDonald,Michael MacDonald
tt4830834,The Duchess of Doubt,George D. Baker,\N
tt4837126,Love Everlasting,Rob Diamond,Robert Conder; Rob Diamond; Landon Henneman
tt4847546,Blood Feast,Marcel Walz,Philip Lilienschwarz; Marcel Walz
tt4850638,The David Essex Story,Alan G. Parker,\N
tt4862468,A Chinese Odyssey: Part Three,Jeffrey Lau,Jeffrey Lau
tt4866392,Bigfoot,Matt Sommerfield,Jerad Beckler; Matt Sommerfield
tt4873338,Newist,Genco Gulan,Genco Gulan
tt4884046,Little Private Henry,\N,Brian Hillman; Marco Shalma
tt4958742,Behind the Curtain of Night,Dalibor Stach,Dalibor Stach
tt4965254,Descent Into Darkness: My European Nightmare,Rafael Cherkaski,\N
tt4981904,Soyoogh,Bahman Ark; Bahram Ark,Bahman Ark; Bahram Ark; Ali Moslemi
tt4981940,Sengoku jidai: Dai nihen,Kōroku Numata,\N
tt5029776,Rabbit School: Guardians of the Golden Egg,Ute von Münchow-Pohl,Katja Grübel; Dagmar Rehbinder; Fritz Koch-Gotha
tt5069058,Candyflip,Shanawaz Nellikunnil,\N
tt5072466,Naked Beauty,Mario Schneider,Mario Schneider
tt5097638,American Nightmare/American Dream,Diana M Devlin; Grace Zinnel,\N
tt5116378,In the Land of Imagined Things,Charlie Bean,\N
tt5120944,Jesus Calderon: Maton,Leonardo L. Garcia,Humilde 'Meek' Roxas
tt5146068,All These Sleepless Nights,Michal Marczak,Michal Marczak; Katarzyna Szczerba
tt5166224,The Pleasure is Mine,Elisa Miller,\N
tt5175822,Umi suzume,Ken'ichi Ohmori,Ken'ichi Ohmori
tt5219622,Robin Muir,\N,\N
tt5223126,Nobody Home,Michal Bentovim,\N
tt5224814,Cartas de Amor são Ridículas,\N,\N
tt5270732,Submission,Jason Kilroe,Eric Bruce
tt5287920,Fil dar tariki,Nemat Haghighi; Abbas Rafei,Nemat Haghighi; Ghassem Hasheminejad; Abbas Rafei
tt5306690,Tomorrow on the Runway,\N,Frederick Seton
tt5334984,Rad,Christopher S. Clark,Christopher S. Clark; Brian Faye; Rad Martinez
tt5352034,Callings,Hüseyin Eleman,\N
tt5455498,Nika,Slobodan Maksimović,\N
tt5464144,There is No Third,Sergey Sotnichenko,\N
tt5497236,The Jonathan Fleming Project,\N,\N
tt5527536,Dangerous Intersection,Virgil E. Hammond III,Virgil E. Hammond III
tt5547576,Av,Melih Gülgen,\N
tt5586480,Hababam Git Hababam Gel,Aram Gülyüz,Suavi Sualp
tt5592108,The Goldsboro Variations,\N,Timothy Michael Hayes
tt5597246,The Cause and the Shadow,Tiago Afonso,\N
tt5609524,Signs of Humanity,Willie Baronet; Tim Chumley,\N
tt5611320,Shadow Unit,\N,Robert Hickman; Steven Swadling
tt5619968,Armenian Echoes Part Two,Hagop Goudsouzian,\N
tt5645172,"Crosby, Stills, Nash & Young: Fifty by Four - Half a Century of CSNY",Elio Espana,\N
tt5666450,Cast Party,Jon Pretnar,\N
tt5701120,Falling In/Out of Love,Dominic Bachy,Matthieu Chevallier
tt5729538,Palanteeroo,Simon Stimberg,\N
tt5776398,Historias románticas (un poco) cabronas,Alejandro González Ygoa,Alejandro González Ygoa
tt5783112,The Hunt,Lee Woo-chul,\N
tt5799362,Chouquette,Patrick Godeau,Natalie Carter; Emilie Frèche; Patrick Godeau
tt5812528,Hidden Admiration,Rod Putnam; Brian Wellman,Rod Putnam; Brian Wellman
tt5857628,Merciful,Marc Furmie,Cliff Dorfman; Cliff Dorfman; Marc Furmie
tt5861520,Narcissus: An Ancient Roman Pantomime,Austin Tooley,Santino DeAngelo
tt5886526,Hadaka no kifujin,Kaoru Umezawa,\N
tt5903082,Urban Rez,Larry Pourier,\N
tt5906778,Journey to Nowhere,\N,Luqman Raymond Whittinger
tt5907820,The Wolf's Skin,\N,Claire Rose Kennedy
tt5910248,Mistaken,Alfred Robbins,\N
tt5941022,Virtual War,Emily Cohen,\N
tt5955162,Secret from the Past,Rasit Görgülü,Rasit Görgülü
tt5970588,I Swam Enguri,Anuna Bukia,\N
tt5975082,Greed,\N,Jeff Hoffman
tt5985902,Il branco 3 - 12 ragazzi per me,Andy Casanova,Axel Ramirez
tt6006666,My Suburban Stories,Yunus Ozan Korkut,\N
tt6018536,Michael Faust,G.P. Galle Jr.,G.P. Galle Jr.
tt6044908,Seika sôdan: Kanzen naru hinin,Shinya Yamamoto,\N
tt6055754,"The Sun, the Sun Blinded Me",Anna Sasnal; Wilhelm Sasnal,Anna Sasnal; Wilhelm Sasnal
tt6082562,Mikôkai no jôji,Shinya Yamamoto,\N
tt6089642,Jongo Fever,Kátia Lund; Lili Fialho; Kátia Lund,Lili Fialho; Eduardo Gripa; Kátia Lund
tt6097252,Following Jimi,Areeb Hashmi,\N
tt6110470,Expérience Intègre,Gurwann Tran Van Gie,\N
tt6146716,Shehar Di Kudi,Jagdev Bhambri,Aziz Kashmiri
tt6222646,Hetket ennen hämärää,Sami Pöyry,Sami Pöyry; Jari Manninen; Saara Elina
tt6259946,2 Cool 2 Be 4gotten,Petersen Vargas,Jason Paul Laxamana
tt6269308,The Bellwether,Christopher Morrison,\N
tt6281004,Office for Monument Construction,Karolina Bregula,Karolina Bregula
tt6284474,Chowka,Tarun Sudhir,Udhay Pottipadu; Tarun Sudhir
tt6325480,The Devils You Know,\N,Travis B. Fields
tt6374254,The Meme Machine,Mat Hames,\N
tt6387506,Viulisti,Paavo Westerberg,Emmi Pesonen; Paavo Westerberg
tt6430360,The Table,Jong-kwan Kim,Jong-kwan Kim
tt6439720,Untitled Boston College Fix Project,Seth Gordon,Robert Carlock
tt6448598,My Friends,\N,\N
tt6449604,Promachan Sao-Phansayong,\N,\N
tt6449830,"Historias De Vino, Singani Y Alcoba",Rodrigo Ayala Bluske,\N
tt6451318,Gravesend,\N,\N
tt6513042,Tina,Jan Mohammed,\N
tt6533312,Surfar e Coisa de Rico,Guga Sander,\N
tt6543510,Untitled Lou Pearlman Project,John Curran,John Curran
tt6551244,Suryavamsam,Vikraman,Vikraman
tt6567380,Pagadi Aattam,Ram K. Chandran,Ram K. Chandran
tt6593532,Anina provizija,Igor Smid,Marcel Buh
tt6602928,Únos,Mariana Cengel-Solcanská,Mariana Cengel-Solcanská
tt6748958,Voyangkor Saat Din,Nur Hossain Bolai,Nur Hossain Bolai; Imrul Shahed; Nur Hossain Bolai
tt6750446,Pullakuttikaran,R. Parthiban,\N
tt6769964,Ru guo ai you ming tian,Zilan Wang,Wen Yi
tt6779742,The Battle for Gold,\N,\N
tt6790422,The Genius and the Opera Singer,Vanessa Stockley,\N
tt6857956,Killing for the Prosecution,Masato Harada,Shusuke Shizukui; Masato Harada
tt6885296,Chastnoe pionerskoe 3,Aleksandr Karpilovskiy,Aleksandr Karpilovskiy; Alla Maksimenko; Oleg Sirotkin
tt6891412,Warriors,\N,Jonathan Aibel; Glenn Berger; Erin Hunter
tt6913400,Thicker Than Blood,\N,\N
tt6915088,Vennela 11/2,Vennela Kishore,\N
tt6953792,So Long,Michael Jones; Caitlin Farrugia,\N
tt6967702,Morning Lies,Mohamed El-Naggar,\N
tt6974426,Be with Me,Bhrugesh Amin,Bhrugesh Amin; Bhrugesh Amin; Misri Tahera
tt7027678,Dhokebaj,R. Shivraj,\N
tt7038700,The First Four,César Gamiño,César Gamiño; Susie Lohse
tt7124242,Nan,\N,\N
tt7128054,Yakuzamono,Reinosuke Aku,\N
tt7131480,Bringing You to Sikhism,Tejinderpal Singh,Tejinderpal Singh
tt7135000,Ah Nerede Vah Nerede,\N,\N
tt7201518,Beatbox kai aerofona: Nikos Diminakis,Gina Georgiadou,Gina Georgiadou
tt7218578,The Transfer,Austin Ha,Megan Brewer; Abby Christenson
tt7220728,Interracial,\N,Barbara A Davis
tt7240014,Kalippaattakkaaran: Toy Maker,Shinos Rahman; Sajas Rahman,\N
tt7257954,Love Sticks,Daniel Kemsley,Daniel Kemsley; Tobias M. Harris
tt7261280,Still Trying,Rose Ftz,Rose Ftz
tt7410810,We Are Desert Bus,Russ Pitts,Russ Pitts
tt7479170,Lev Shel Even,Guy Hasson,Guy Hasson
tt7490200,Under the Ice,\N,\N
tt7491724,Black Is Black,Alejandro López Riesgo; Fran Parra,Alejandro López Riesgo; Fran Parra
tt7504214,AA BB KK,Ramkumar Shedge,Aba Gaikwad; Aaba Gayakwad
tt7510166,Entanglement,Damon Jamal,James Flournoy; George Mcdonald
tt7520922,Wade,\N,\N
tt7530460,Welcome to the Shih Tzu Center,\N,Enrico Pinocci
tt7575082,Valan,Shiva Kumar Tripathi,Sanjeev K Rajat; Manasi Umanita
tt7596874,Compulsion,Batan Silva,Monica Lee
tt7601594,Iblis,Rohith V.S.,Sameer Abdul; Rohith V.S.
tt7641040,Kâho wa nete matê,Arata Nezu,\N
tt7643116,Navsaacha Por,Girish Ghanekar,\N
tt7665644,A Casa dos Violinos,Carlos Oliveira; Pedro Pinheiro,Diana Albuquerque
tt7699376,12 dias de mierda,Juan Antonio Anguita,Juan Antonio Anguita
tt7743448,Durga Rani Singh,\N,\N
tt7745984,The Edge of Success,\N,\N
tt7758822,The Sewol Generation,Neil George,Neil George
tt7759626,Agent Mr. Chan,Jeff Cheung,Yin-Yu Lau; Si-Cheun Lee; Shi-Ran Liang
tt7770200,O Manasa,Sahaja Rao,Vierendrra Lalit
tt7802124,The Pitts Circus Family,Ken Fanning,Toni Caradonna; Ken Fanning
tt7810328,Jin yuan yang,Zhang Yiheng,\N
tt7826026,Das letzte Loch ist der Mund,Klaus Erich Dietl,Klaus Erich Dietl
tt7844606,The Memory of the 25th Hour,Sungeun Kim,\N
tt7858228,Bir Xalanin Sirri,Emil Guliyev,\N
tt7874330,Triple Divide [Redacted],Melissa A. Troutman; Joshua B. Pribanic,Joshua B. Pribanic; Melissa A. Troutman
tt7967600,Classical Period,Ted Fendt,Ted Fendt
tt7984890,The Man Who Saved Paris,Dean Zanuck,\N
tt8005682,Paniolo O Hawai'i: Cowboys of the Far West,Edgy Lee,\N
tt8041332,Sacked,Monice Mitchell Simms,Monice Mitchell Simms
tt8067252,Tabibito kokuhaku,Kin'nosuke Ide,\N
tt8109282,Bad Circumstances,Max Kestner,\N
tt8165260,Exit,Don Bitters III,Don Bitters III
tt8193790,Deerskin,Quentin Dupieux,Quentin Dupieux
tt8216718,Oedo no yamî,Hinro Kido,\N
tt8228538,Papi Chulo,John Butler,John Butler
tt8268466,Twincredibles,Amanda Blue,\N
tt8302626,Pyaar Kaa Fundaa,Monazir Hasan,Varshaa A Jainn
tt8334558,Nepal Quake: Terror on Everest,Ashish Prasai,\N
tt8347468,98th Meridian,\N,Thomas Tunstall
tt8384954,His Eyes Behold,Sean Michael Beyer,Sean Michael Beyer; Marshall Nichols
tt8389410,Hope & Mike's Open Mic,Jet Ainsworth,\N
tt8391432,Staats-Sicherheiten,Clemens Bechtel,Lea Rosh
tt8408364,River,Laurenzo Vergeynst,\N
tt8447014,The Assassination,Avi Weissblei,\N
tt8477050,Lost Sons,\N,Ty DeMartino; Ty DeMartino; Laura Pryor
tt8482096,Santh Wahate Krishna Mai,\N,\N
tt8487990,The great Pilar,Leonardo Armas,\N
tt8493938,An Ordinary Soldier,\N,\N
tt8521456,Untitled Oliver Sipple Project,\N,Daniel Pearle
tt8531794,Everyday is Alzheimer's — The Final: Death Becomes Us,Yuka Sekiguchi,\N
tt8548902,Outerbridge,\N,Kerry Fleming; Victor Miller
tt8613046,"Light Green, Dark Green",\N,Roger K. Moore
tt8635054,Krut: The Himmaphan Warriors,Chaiporn Panichrutiwong,\N
tt8665738,Baran dar Aftab,Farshad Fereshteh-Hekmat,Farshad Fereshteh-Hekmat
tt8667566,Those Who Hear,\N,Jerome Velinsky
tt8689450,Poison,Bayo Alawiye,Joseph Jaiyeoba; Patrick Nnamani
tt8707138,Satir Dehatyag,Manu Sen,\N
tt8791586,Chasing Tornado,Josefine Heimburger,\N
tt8806770,Mystery of Burma: Beyond The Dotehtawady,\N,\N
tt8815382,The Obituary of Tunde Johnson,Ali LeRoi,Stanley Kalu
tt8819486,Shadowhunters - The Shadow World,\N,\N
tt8890550,Agni sakshiga (pelladandi),R.R. Jarugula; Gopi Kiran,\N
tt8897072,City of Lost Slaves,Andreas Gutzeit,\N
tt8918864,Skemerson,Philip Rademeyer,\N
tt8927772,Shin'ya no nokemono,Fumihiro Ito,\N
tt8954344,Flame Trees,\N,\N
tt8980110,The Archivist,Eric Hand,\N
tt9028124,Kôshoku chijo,Akitaka Kimata,\N
tt9046062,The Edible Woman,Francine Zuckerman,Anita Doron; Jacquie Gould; Carol Hay
tt9057096,Sudhu Tomaree Pratiksha,Subir Pal Chowdhury,Narayan Chandra Das
tt9061604,Three Women,Anthony Rizzo,Linda Tate; Linda Tate
tt9097740,Life & Life,N.C. Heikin,\N
tt9115550,Bayangan Cinta,Abdi Wiyono,\N
tt9121950,"Die Ostfront: Vorwärts Kameraden, wir müssen zurück",Martin Thoma,Martin Thoma
tt9129686,Days of Daisy,Alexander Jeffery,\N
tt9145968,The Chant of The Death,Federico Vaona,Federico Vaona
tt9154164,Renate Bergmann: Besser als Busfahren - Live aus dem Stadttheater Brandenburg,Steven Siebert,\N
tt9213874,Breeder,Alex Goyette,\N
tt9223212,Evrensel Döngü: Yasam Agacina Yolculuk,Furkan Kopuz,Furkan Kopuz
tt9250530,Shinpaî gomuyô,Kensaku Suzuki,\N
tt9273694,Matenro sôtohen,Minoru Murata,\N
tt9286924,Walk thru HELL on SUNDAY,Laurence James Sargent,Noah Sargent
tt9319884,Lakshmi's NTR,Agasthya Manju; Ram Gopal Varma,Narendra Chary; Ram Gopal Varma
tt9364624,Psychedelhi,Surya Shankar,Surya Shankar
tt9365800,Slayers,K. Asher Levin,Zack Imbrogno; K. Asher Levin
tt9385434,Rice and Boobs,Shin'ichirô Ueda,Shin'ichirô Ueda
tt9403508,5B,Paul Haggis; Dan Krauss,\N
tt9415848,Somaliland: The Documentary,Mo Ali,\N
tt9419948,A Perfect Housewife,Jane Bibi,\N
tt9429444,Il gioco è fatto?,Francesco Franky Russo,Francesco Franky Russo; Maria Russo
tt9430206,Rebellion in Radcliff County,Steven Scaffidi,Frank Borne; Steven Scaffidi
tt9438194,Hoken,Shiroku Nagao,\N
tt9554760,Space Sharks,Clément Chevalier,\N
tt9569006,Breaking Point,Brian McDuffie,Rob George
tt9580550,Martini Shot,\N,Steven E. de Souza
tt9626568,Seifuku no bijo: Sex arubaito,Ichirô Kitami,\N
tt9649770,The Past,Mehdi Ghazanfari,\N
tt9743020,Beauty Lives in Freedom,Wang Bing,\N
tt9766862,Subybaya,Leo Pyrata,Ewerton Belico; Leo Pyrata
tt9799044,Baggage,Roopa Rao,Roopa Rao
tt9813978,Exodus,Bahman Kiarostami,\N
tt9846718,A Killing Kind,\N,Chris Loken
tt9865470,High School Girl Abnormality,Satoru Kobayashi,\N
tt9878242,Shubharathri,Vyasan Edavanakkad,Vyasan Edavanakkad
tt9892934,Mask of Damastes,\N,Lisanne Moliné
tt9903802,Dosage I,Josh Lowell,\N
