tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt12182160,\N,\N,\N,\N,\N,\N
tt12186042,\N,\N,\N,\N,\N,\N
tt12208546,\N,\N,\N,\N,\N,\N
tt12218052,Longstay,Maria Mok; Meral Uslu,\N,\N,\N,\N
tt1223384,\N,\N,\N,\N,\N,\N
tt12246218,\N,\N,\N,\N,\N,\N
tt12247290,Jolsobi,Jaicheng Jai Dohutia,Jaicheng Jai Dohutia,Jolsobi,Jaicheng Jai Dohutia,\N
tt12247844,Nature Is the Judge,Yasujirō Shimazu,Yasujirō Shimazu; Yasujirō Shimazu,\N,\N,\N
tt12250946,My Sweet Grappa Remedies,Akiko Ohku,\N,\N,\N,\N
tt1225292,Insidious,Jerry Schram,\N,\N,\N,\N
tt12255478,\N,\N,\N,\N,\N,\N
tt12275034,\N,\N,\N,\N,\N,\N
tt1227772,\N,\N,\N,\N,\N,\N
tt12289966,\N,\N,\N,\N,\N,\N
tt12305786,\N,\N,\N,\N,\N,\N
tt12308738,\N,\N,\N,\N,\N,\N
tt12313210,\N,\N,\N,\N,\N,\N
tt12323872,\N,\N,\N,\N,\N,\N
tt12326862,\N,\N,\N,\N,\N,\N
tt1232759,\N,\N,\N,\N,\N,\N
tt1233192,Brighton Rock,Rowan Joffé,Rowan Joffé,Brighton Rock,Rowan Joffé,Rowan Joffé
tt1233331,Nagareru hoshi wa ikiteiru,Eiichi Koishi,Kennosuke Tateoka,\N,\N,\N
tt1233599,The Juche Idea,Jim Finn,Jim Finn,\N,\N,\N
tt12350140,Karaoğlan: Bir Ecevit Belgeseli,\N,Can Dündar; Rıdvan Akar,\N,\N,\N
tt1235522,Broken City,Allen Hughes,Brian Tucker,Broken City,Allen Hughes,Brian Tucker
tt12358104,Two,Mar Targarona,Cuca Canals; Christian Molina; Mike Hostench,Two,Mar Targarona,Christian Molina; Cuca Canals
tt12358410,\N,\N,\N,\N,\N,\N
tt12359018,\N,\N,\N,\N,\N,\N
tt12367628,\N,\N,\N,\N,\N,\N
tt1237887,\N,\N,\N,\N,\N,\N
tt12381202,Dress Rehearsal,Miron Bilinskiy; Pavel Kolomoytsev,M. Oleynichenko,\N,\N,\N
tt12403702,Death Toilet 3: Doody Calls,Evan Jacobs,Mike Hartsfield; Evan Jacobs,\N,\N,\N
tt12404448,\N,\N,\N,\N,\N,\N
tt1240929,\N,\N,\N,\N,\N,\N
tt1240982,Your Highness,David Gordon Green,Ben Best; Danny McBride,Your Highness,David Gordon Green,Ben Best; Danny McBride
tt12419732,\N,\N,\N,\N,\N,\N
tt1242517,"Father, Son & Holy Cow",Radek Wegrzyn,Cezary Iber; Roberto Gagnor,"Father, Son & Holy Cow",Radek Wegrzyn,Roberto Gagnor; Radek Wegrzyn
tt12427618,Wonder Dogs,Jason Wright,BC Fourteen,\N,\N,\N
tt12448982,\N,\N,\N,\N,\N,\N
tt12452830,Kaibatsu 0 meter,Yoshiro Kawazu,Takao Yanai; Eibi Motomochi,Q120335127,Yoshirō Kawazu,\N
tt12453186,\N,\N,\N,\N,\N,\N
tt12454162,\N,\N,\N,\N,\N,\N
tt1245493,\N,\N,\N,\N,\N,\N
tt1245528,Salami Aleikum,Ali Samadi Ahadi,Arne Nolting,Salami Aleikum,Ali Samadi Ahadi,\N
tt12456584,\N,\N,\N,\N,\N,\N
tt1245668,\N,\N,\N,\N,\N,\N
tt12462730,\N,\N,\N,\N,\N,\N
tt12464416,\N,\N,\N,\N,\N,\N
tt1247246,\N,\N,\N,\N,\N,\N
tt12478874,\N,\N,\N,\N,\N,\N
tt1248235,\N,\N,\N,Pape Naa Pranam,\N,\N
tt12482830,\N,\N,\N,\N,\N,\N
tt1248957,Dumping Lisa,John Oliver,\N,\N,\N,\N
tt12490698,\N,\N,\N,\N,\N,\N
tt12492634,\N,\N,\N,\N,\N,\N
tt12511502,Protege Moi,Robbie Lopez,Robbie Lopez,\N,\N,\N
tt12512952,\N,\N,\N,\N,\N,\N
tt1252488,Haal-e-Dil,Anil Devgan,Dheeraj Rattan,Haal–e–dil,Anil Devgan,Dheeraj Rattan
tt12526694,\N,\N,\N,\N,\N,\N
tt1253596,Midgets vs Mascots,Ron Carlson,Terry Mann; Terry Mann,Midgets vs. Mascots,Ron Carlson,\N
tt12537550,\N,\N,\N,\N,\N,\N
tt1253843,\N,\N,\N,\N,\N,\N
tt1253852,\N,\N,\N,\N,\N,\N
tt12546578,Mamoor 0008,Ebrahim Bagheri,Ebrahim Bagheri,Q14757320,Ebrahim Bagheri,\N
tt12557760,Chef,Mehmet Gün,\N,\N,\N,\N
tt12565232,The Bell Affair,\N,\N,\N,\N,\N
tt12572710,Lovers Mystery,Wong Hang,Wong Hang; Lo Lik,\N,\N,\N
tt12592846,Until I Fly,Siddesh Shetty; Kanishka Sonthalia,\N,Until I Fly,\N,\N
tt12601334,The Nothingness Club,Edgar Pêra,Edgar Pêra; Luísa Costa Gomes,\N,\N,\N
tt1260565,Passport to Love,Victor Vũ,\N,Passport to Love,Victor Vu,\N
tt12606482,\N,\N,\N,\N,\N,\N
tt12623426,\N,\N,\N,\N,\N,\N
tt12626224,\N,\N,\N,\N,\N,\N
tt12631534,Rosie: The Saffron Chapter,Vishal Mishra,Vishal Mishra; Aabhar Dadhich,Rosie: The Saffron Chapter,Vishal Mishra,Vishal Mishra; Aabhar Dadhich
tt12632068,\N,\N,\N,\N,\N,\N
tt1264100,\N,\N,\N,\N,\N,\N
tt1265616,The Id Proxy,Matthew C Dumond,Matthew C Dumond,\N,\N,\N
tt1265619,Port City,Andy Brown,Andy Brown,\N,\N,\N
tt1266545,Chamku,Kabeer Kaushik,Kabeer Kaushik,Chamku,Kabeer Kaushik,Kabeer Kaushik
tt12675106,Nietzsche Sils Maria Rochedo de Surlej,Rodrigo Lima; Júlio Bressane; Rosa Dias,Júlio Bressane; Rosa Dias,\N,\N,\N
tt1268884,\N,\N,\N,\N,\N,\N
tt1268922,Virgins of Bali,Deane H. Dickason,\N,\N,\N,\N
tt12702586,\N,\N,\N,\N,\N,\N
tt12724444,"War of Human, Gods and Demons",Liu Hailiang,\N,\N,\N,\N
tt12728602,\N,\N,\N,\N,\N,\N
tt12728736,\N,\N,\N,\N,\N,\N
tt12737292,\N,\N,\N,\N,\N,\N
tt1274277,\N,\N,\N,\N,\N,\N
tt1274284,\N,\N,\N,\N,\N,\N
tt1274297,Weddings and Other Disasters,Nina Di Majo,Antonio Leotti; Antonio Leotti; Francesco Bruni; Francesco Bruni; Nina Di Majo; Nina Di Majo,Matrimoni e altri disastri,Nina Di Majo,Nina Di Majo; Francesco Bruni
tt12750524,\N,\N,\N,\N,\N,\N
tt12755550,\N,\N,\N,\N,\N,\N
tt12758204,Samadhi Road,Daniel Hey; Júlio Hey,\N,\N,\N,\N
tt12759014,\N,\N,\N,\N,\N,\N
tt1276420,Rzeźnia nr 1,Dominik Matwiejczyk,Dominik Matwiejczyk,\N,\N,\N
tt12764276,\N,\N,\N,\N,\N,\N
tt12766012,\N,\N,\N,\N,\N,\N
tt12767498,Barbie: Princess Adventure,Conrad Helten,Ann Austen,Barbie Princess Adventure,Conrad Helten,\N
tt1277145,Roxy: The Last Dance,Phil Allocco,\N,\N,\N,\N
tt12787498,"Boeing, Boeing",Clare Marie Ritter; Hamilton Gibson,\N,\N,\N,\N
tt12793052,\N,\N,\N,\N,\N,\N
tt1279492,The Sister of the San-Tung Boxer,Wang Hung-Chang,Yen Chung; Chang Hsin-Yi,The Sister of the San-Tung Boxer,Hung-Chang Wang,Yen Chung; Hsin-Yi Chang
tt12796236,The Wake,Gustavo Arteaga,Gustavo Arteaga,\N,\N,\N
tt12806260,\N,\N,\N,\N,\N,\N
tt12809302,\N,\N,\N,\N,\N,\N
tt12831818,Mary,\N,\N,\N,\N,\N
tt12833678,\N,\N,\N,\N,\N,\N
tt1283919,\N,\N,\N,\N,\N,\N
tt12842922,\N,\N,\N,\N,\N,\N
tt12845180,\N,\N,\N,\N,\N,\N
tt1285219,Ghosts Don't Exist,Eric Espejo,Eric Espejo,Ghosts Don't Exist,Eric Espejo,\N
tt12875228,\N,\N,\N,\N,\N,\N
tt12885748,\N,\N,\N,\N,\N,\N
tt12916150,Noise of Silence,Saif Baidya,AbuWahab Chodhry,\N,\N,\N
tt12924790,\N,\N,\N,\N,\N,\N
tt12927956,My Pig,Sergey Pryanishnikov,Sergey Pryanishnikov,\N,\N,\N
tt12929238,\N,\N,\N,Among Nonbelievers,Taner Akçam,\N
tt1294215,\N,\N,\N,\N,\N,\N
tt12948832,\N,\N,\N,\N,\N,\N
tt12958516,\N,\N,\N,\N,\N,\N
tt12969746,\N,\N,\N,\N,\N,\N
tt12976188,\N,\N,\N,\N,\N,\N
tt12978528,A Stage of Twilight,Sarah T. Schwab,Sarah T. Schwab,Q132889952,\N,\N
tt12980140,\N,\N,\N,\N,\N,\N
tt12982368,\N,\N,\N,\N,\N,\N
tt12985862,\N,\N,\N,\N,\N,\N
tt12987672,A Nice Housekeeper,Choi Sung-eun,\N,A Nice Housekeeper,Choi Sung-eun,\N
tt12990578,\N,\N,\N,\N,\N,\N
tt12993456,Akhirat: A Love Story,Jason Iskandar,Jason Iskandar,Akhirat: A Love Story,Jason Iskandar,Jason Iskandar
tt13007164,\N,\N,\N,\N,\N,\N
tt13009768,\N,\N,\N,\N,\N,\N
tt13011896,\N,\N,\N,\N,\N,\N
tt13022816,The Legend of Zu,Zeng Xiaoyu,Wang Lifeng,\N,\N,\N
tt13034320,\N,\N,\N,\N,\N,\N
tt13049952,\N,\N,\N,\N,\N,\N
tt13058146,Fucking Bornholm,Anna Kazejak,Anna Kazejak; Filip K. Kasperaszek,Fucking Bornholm,Anna Kazejak-Dawid,Anna Kazejak-Dawid
tt13061978,Bakerz Union,Gin X,\N,\N,\N,\N
tt13074728,\N,\N,\N,\N,\N,\N
tt13093552,Jumprava: The Big Happening,Aigars Grauba,Aigars Grauba,\N,\N,\N
tt1310674,Vashti Bunyan: From Here to Before,Kieran Evans,\N,\N,\N,\N
tt1311645,Force 8,Pierre Sisser,\N,Force 8,Pierre Sisser,\N
tt1312159,\N,\N,\N,\N,\N,\N
tt1314242,Evil - In the Time of Heroes,Yorgos Noussias,Petros Nousias; Yorgos Noussias,Evil: In the Time of Heroes,Yorgos Noussias,\N
tt1314246,Takut: Faces of Fear,Ray Nayoan; Rako Prijanto; Riri Riza; Raditya Sidharta; Kimo Stamboel; Timo Tjahjanto; Razka Robby Ertanto,Rako Prijanto; Riri Riza; Ray Nayoan; Brian Yuzna; Raditya Sidharta; Timo Tjahjanto; Kimo Stamboel,Takut: Faces of Fear,Timo Tjahjanto; Riri Riza; Raditya Sidharta; Ray Nayoan; Ertanto Robby Soediskam; Rako Prijanto; Kimo Stamboel,\N
tt13143218,\N,\N,\N,\N,\N,\N
tt13143488,Girls with Guts,Becca Kozak,\N,\N,\N,\N
tt1315424,\N,\N,\N,\N,\N,\N
tt13157732,\N,\N,\N,\N,\N,\N
tt13158292,Toroboro: The Name of the Plants,Manolo Sarmiento,\N,\N,\N,\N
tt13161258,Chekmate,\N,\N,\N,\N,\N
tt13167320,\N,\N,\N,\N,\N,\N
tt13178236,11 Colours of the Bird,Vojtěch Kopecký,Vojtěch Kopecký,\N,\N,\N
tt13195740,\N,\N,\N,\N,\N,\N
tt13196156,Amityville Scarecrow,Jack Peter Mundy,Shannon Holiday,\N,\N,\N
tt13202854,The Lobby,Heinz Emigholz,\N,\N,\N,\N
tt13203582,The Specter of Waves,Mikaël Huot,Mikaël Huot,\N,\N,\N
tt1321874,\N,\N,\N,\N,\N,\N
tt13220764,Return to the Emerald City,Aleksey Andrianov,Josh Olson,\N,\N,\N
tt1322312,Going the Distance,Nanette Burstein,Geoff LaTulippe,Going the Distance,Nanette Burstein,Geoff LaTulippe
tt1325619,Revue,Sergei Loznitsa,\N,Revue,\N,\N
tt13266974,\N,\N,\N,\N,\N,\N
tt1326799,\N,\N,\N,\N,\N,\N
tt1326946,\N,\N,\N,\N,\N,\N
tt1327010,\N,\N,\N,\N,\N,\N
tt1327194,The Lucky One,Scott Hicks,Will Fetters,The Lucky One,Scott Hicks,Will Fetters; Nicholas Sparks
tt1327202,\N,\N,\N,\N,\N,\N
tt13272770,Untitled Rick Famuyiwa Project,Rick Famuyiwa,\N,\N,\N,\N
tt13276494,K9,Vahid Vakilifar,Vahid Vakilifar,\N,\N,\N
tt1328604,Boys Briefs 5: Schoolboys,Dave Snyder; Lisa Marie Gamlem; Daniel Ribeiro; Jeff Warden; Soman Chainani; Magnus Mork,\N,\N,\N,\N
tt1328615,\N,\N,\N,\N,\N,\N
tt13310936,Thimmarusu: Assignment Vali,Sharan Koppisetty,Sharan Koppisetty; M.G. Srinivas,Thimmarusu,\N,\N
tt1332587,\N,\N,\N,\N,\N,\N
tt1333039,Too Dead to Die,Jason Roth,Jason Roth,\N,\N,\N
tt1333631,Art & Copy,Doug Pray,\N,Art & Copy,Doug Pray,\N
tt13345130,\N,\N,\N,\N,\N,\N
tt13345182,\N,\N,\N,\N,\N,\N
tt13353520,\N,\N,\N,\N,\N,\N
tt13365078,\N,\N,\N,Q98140079,Caro Lobig,\N
tt13372218,父子婚事,Chuanguang Zhu; Binzhu Zhang,\N,\N,\N,\N
tt1337635,\N,\N,\N,\N,\N,\N
tt1337644,\N,\N,\N,\N,\N,\N
tt1337678,Operai,Pietro Balla; Monica Repetto,\N,\N,\N,\N
tt13378004,Trondheim Captured on Film - Part 3,\N,\N,\N,\N,\N
tt13387604,Checkered Ninja 2,Thorbjørn Christoffersen; Anders Matthesen,Anders Matthesen,Checkered Ninja 2,Q37494099; Q4753869,Q4753869
tt13387738,\N,\N,\N,\N,\N,\N
tt1339556,\N,\N,\N,\N,\N,\N
tt13400076,\N,\N,\N,\N,\N,\N
tt13400316,\N,\N,\N,\N,\N,\N
tt13404340,The Phantoms,Logan Thomas,\N,\N,\N,\N
tt1341167,Four Lions,Chris Morris,Chris Morris; Jesse Armstrong; Sam Bain; Simon Blackwell,Four Lions,Chris Morris,Sam Bain; Chris Morris; Jesse Armstrong
tt13416828,\N,\N,\N,\N,\N,\N
tt13417116,Be My Baby,Yoo Jong-seok,Yoo Jong-seok,\N,\N,\N
tt1341732,In the Shadows,Dan Glynn,\N,\N,\N,\N
tt13417396,\N,\N,\N,\N,\N,\N
tt13417584,\N,\N,\N,\N,\N,\N
tt1341809,\N,\N,\N,\N,\N,\N
tt13423490,\N,\N,\N,\N,\N,\N
tt1342378,The Girl,Fredrik Edfeldt,Karin Arrhenius,The Girl,Fredrik Edfeldt,Karin Arrhenius
tt13428000,\N,\N,\N,\N,\N,\N
tt1343023,Avoue que tu mens,Serge Roullet,Serge Roullet,\N,\N,\N
tt1343089,The Garden of Sinners: Oblivion Recording,Takahiro Miura,Masaki Hiramatsu,The Garden of Sinners: Oblivion Recording,Takahiro Miura,\N
tt13432938,Meltdown,Fredric Golding,Fredric Golding,\N,\N,\N
tt13438392,\N,\N,\N,\N,\N,\N
tt13438628,Romance in the Wilds,Justin G. Dyck,James Foti,\N,\N,\N
tt1344662,\N,\N,\N,\N,\N,\N
tt1344690,\N,\N,\N,\N,\N,\N
tt13464586,\N,\N,\N,\N,\N,\N
tt13465976,9 fugas,Fon Cortizo,Fon Cortizo,\N,\N,\N
tt1346850,Shrill Cries: Reshuffle,Ataru Oikawa,Ataru Oikawa,When They Cry: Reshuffle,Ataru Oikawa,\N
tt1347175,\N,\N,\N,\N,\N,\N
tt13496386,Genesis Impact,Brett Varvel,Daniel A. Biddle,\N,\N,\N
tt13502992,\N,\N,\N,\N,\N,\N
tt13503078,\N,\N,\N,\N,\N,\N
tt1350546,Redemption,Joseph P. Stachura,Joseph P. Stachura,\N,\N,\N
tt1350908,\N,\N,\N,\N,\N,\N
tt1351653,\N,\N,\N,\N,\N,\N
tt1351767,Changes,Tomáš Řehořek,Tomáš Řehořek,Promeny,Tomáš Řehořek,Tomáš Řehořek
tt13531012,\N,\N,\N,\N,\N,\N
tt13533622,Zo in Exile,Dylan O'Keefe,Dylan O'Keefe,\N,\N,\N
tt1354030,\N,\N,\N,Manku Thimma,H. R. Bhargava,Chi. Udaya Shankar
tt1354065,\N,\N,\N,\N,\N,\N
tt13545702,Karalahti,Juuso Syrjä,Joona Louhivuori; Mika Karttunen,Karalahti,Juuso Syrjä,\N
tt13550894,Yuna 3: Everything Erogenous/Yuna Ogura,\N,\N,\N,\N,\N
tt13551400,\N,\N,\N,\N,\N,\N
tt13554922,Manoliño Nguema,Antonio Grunfeld,\N,\N,\N,\N
tt13563504,Krodham 2,Prem Menon,Prem Menon,Krodham 2,Prem Menon,\N
tt13565016,\N,\N,\N,\N,\N,\N
tt13567080,\N,\N,\N,\N,\N,\N
tt1356799,\N,\N,\N,\N,\N,\N
tt1356917,Lost and Found Command: Rebels Without Because,Tony Y. Reyes,Tony Y. Reyes; Felix E. Dalay; Tony Y. Reyes; Felix E. Dalay,\N,\N,\N
tt1356982,\N,\N,\N,\N,\N,\N
tt13570568,\N,\N,\N,\N,\N,\N
tt1358138,\N,\N,\N,\N,\N,\N
tt13582408,\N,\N,\N,\N,\N,\N
tt1360190,\N,\N,\N,\N,\N,\N
tt13611066,\N,\N,\N,\N,\N,\N
tt13620762,\N,\N,\N,\N,\N,\N
tt13623020,\N,\N,\N,\N,\N,\N
tt13624028,\N,\N,\N,\N,\N,\N
tt13633730,\N,\N,\N,\N,\N,\N
tt13651860,\N,\N,\N,\N,\N,\N
tt1365451,Drama,Matias Lira,Eliseo Altunaga; Matias Lira; Sebastian Arrau,Drama,Matias Lira,\N
tt13656182,A Beautiful Day,Danis Karaisaridis; Yorgos Paterakis,\N,\N,\N,\N
tt13660452,\N,\N,\N,\N,\N,\N
tt13661068,\N,\N,\N,\N,\N,\N
tt13666282,Song of the Reed,Wu Hsiu-ching,\N,Song of the Reed,\N,\N
tt13670962,\N,\N,\N,\N,\N,\N
tt13672900,\N,\N,\N,\N,\N,\N
tt13676948,Drifted in Life,Lianlian Shen,Lianlian Shen; Xinyi Cao; Qianli Sha,\N,\N,\N
tt13683442,\N,\N,\N,Azhagiya Asura,\N,\N
tt13684476,\N,\N,\N,\N,\N,\N
tt13685456,Sangre en Nueva York,José Antonio Torres,Edwin Marcial,\N,\N,\N
tt13701810,\N,\N,\N,\N,\N,\N
tt13705684,\N,\N,\N,\N,\N,\N
tt1370856,\N,\N,\N,\N,\N,\N
tt1370865,\N,\N,\N,\N,\N,\N
tt1373147,Hombisilu,Geethapriya,Geethapriya,Hombisilu,Geethapriya,\N
tt13733886,\N,\N,\N,\N,\N,\N
tt13742930,Soak,Usama Alshaibi,Usama Alshaibi,\N,\N,\N
tt13745292,\N,\N,\N,\N,\N,\N
tt13751060,\N,\N,\N,\N,\N,\N
tt13774330,\N,\N,\N,\N,\N,\N
tt13793498,Nabab LLB,Anonno Mamun,Anonno Mamun; Anonno Mamun,Nabab LLB,Anonno Mamun,\N
tt13819898,\N,\N,\N,\N,\N,\N
tt13834540,\N,\N,\N,\N,\N,\N
tt13846540,Red Island,Robin Campillo,Robin Campillo; Gilles Marchand,Red Island,Robin Campillo,Gilles Marchand; Robin Campillo
tt1385612,Ouija Board,Matt Stone,Matt Stone,\N,\N,\N
tt13857702,\N,\N,\N,\N,\N,\N
tt13857760,\N,\N,\N,\N,\N,\N
tt13858010,\N,\N,\N,\N,\N,\N
tt13872098,\N,\N,\N,\N,\N,\N
tt13872466,Tropical Gothic,Isabel Sandoval,Isabel Sandoval,\N,\N,\N
tt1387528,Popieluszko: Freedom Is Within Us,Rafał Wieczyński,Rafał Wieczyński,Popieluszko: Freedom Is Within Us,Rafał Wieczyński,\N
tt13882910,\N,\N,\N,\N,\N,\N
tt13891048,The Dream of the Useless,José Marques de Carvalho Jr,José Marques de Carvalho Jr,\N,\N,\N
tt13891744,\N,\N,\N,\N,\N,\N
tt1389504,\N,\N,\N,\N,\N,\N
tt1389510,Jouissances garanties,Alain Payet,\N,\N,\N,\N
tt13899440,\N,\N,\N,\N,\N,\N
tt13905508,\N,\N,\N,\N,\N,\N
tt13907264,\N,\N,\N,Sri Naga Shakthi,Sai Prakash,\N
tt13913926,\N,\N,\N,\N,\N,\N
tt1392259,Veeradhi Veera,Vijay Reddy,M. D. Sundar,Veeradhi Veera,C M Vijay,\N
tt13935548,\N,\N,\N,\N,\N,\N
tt1396224,\N,\N,\N,Siri Raja Siri,Somaratne Dissanayake,\N
tt13968022,\N,\N,\N,\N,\N,\N
tt13969962,\N,\N,\N,\N,\N,\N
tt13973390,\N,\N,\N,\N,\N,\N
tt13977868,Georama Boy Panorama Girl,Natsuki Seta,Natsuki Seta,\N,\N,\N
tt13982842,\N,\N,\N,\N,\N,\N
tt13988386,3.30 PM,Ludwig Wüst,Ludwig Wüst,\N,\N,\N
tt13988678,Bosco,Alicia Cano Menoni,Alicia Cano Menoni,\N,\N,\N
tt1398949,Blank City,Celine Danhier,Celine Danhier,Blank City,Celine Danhier,\N
tt13993546,\N,\N,\N,\N,\N,\N
tt13998560,\N,\N,\N,\N,\N,\N
tt14008324,\N,\N,\N,\N,\N,\N
tt14017278,Our Lies and Truths: Documentary of Keyakizaka46,Eiki Takahashi,\N,Our Lies and Truths: Documentary of Keyakizaka46,Eiki Takahashi,\N
tt14018772,\N,\N,\N,\N,\N,\N
tt14021922,\N,\N,\N,\N,\N,\N
tt14022054,\N,\N,\N,\N,\N,\N
tt1402532,Naba Janma,Sachin Mukherjee,\N,Naba Janma,Sachin Mukherjee,\N
tt14033522,\N,\N,\N,\N,\N,\N
tt14036690,\N,\N,\N,\N,\N,\N
tt1403861,Shadow Play: The Making of Anton Corbijn,Josh Whiteman,Josh Whiteman,\N,\N,\N
tt1404074,Phera,Parthasarathi Joarddar,\N,Phera,Parthasarathi Joardar,\N
tt14044046,\N,\N,\N,\N,\N,\N
tt14054848,\N,\N,\N,\N,\N,\N
tt14063668,Dictionary,Bratya Basu,Bratya Basu; Ujjal Chatterjee; Buddhadeb Guha,\N,\N,\N
tt1407164,Revenge of a Lady Fighter,Jun Aristorenas,Greg Macabenta,\N,\N,\N
tt1407226,\N,\N,\N,Janmadata,\N,\N
tt1407251,Mun Tume O Se,Kumar Anand,Kumar Anand; Jayant Kumar,Mu Tume O Se,\N,\N
tt14074042,\N,\N,\N,\N,\N,\N
tt14075518,\N,\N,\N,\N,\N,\N
tt14077250,\N,\N,\N,\N,\N,\N
tt1408086,\N,\N,\N,\N,\N,\N
tt14081126,"Sangue, Amor e Neve",Jeronimo Geberlotti,Jeronimo Geberlotti,\N,\N,\N
tt14090546,\N,\N,\N,Jamboo Savari,\N,Sudheer Varma
tt1409815,\N,\N,\N,\N,\N,\N
tt1410246,The Maharajah Of Bangmor,\N,\N,\N,\N,\N
tt14106290,\N,\N,\N,\N,\N,\N
tt14108010,\N,\N,\N,\N,\N,\N
tt14110690,Vanakkamda Mappilei,M. Rajesh,M. Rajesh,Vanakkam Da Mappilei,M. Rajesh,\N
tt1411713,Jaga Hatare Pagha,Mohammad Mohsin,Mohammad Mohsin; Mohammad Mohsin,Jaga Hatare Pagha,Mohammad Mohsin,Mohammad Mohsin
tt14122278,Cara Vista,Tricia Grashaw,Todd Theman,\N,\N,\N
tt14125262,Love Thing,Anika Decker,Anika Decker,Love Thing,Anika Decker,\N
tt1412531,\N,\N,\N,\N,\N,\N
tt1412561,\N,\N,\N,\N,\N,\N
tt14126724,\N,\N,\N,\N,\N,\N
tt14129454,You Can Never Go Home Again,Renee S. Warren Peoples; Bobby Peoples,Rebecca Weaver; Harel Goldstein; Charles Morris Jr.,\N,\N,\N
tt14130154,\N,\N,\N,\N,\N,\N
tt1413851,\N,\N,\N,\N,\N,\N
tt14140740,What Killed Maradona?,Nick Clarke Powell,Jeremy Philips,\N,\N,\N
tt14153584,\N,\N,\N,\N,\N,\N
tt14169156,\N,\N,\N,\N,\N,\N
tt1417034,The Gift of Pachamama,Toshifumi Matsushita,\N,El regalo de la Pachamama,Toshifumi Matsushita,\N
tt1417054,The Odd One Out,Johan Timmers,\N,The Odd One Out,Johan Timmers,Maria Goos
tt1418252,\N,\N,\N,\N,\N,\N
tt14183024,\N,\N,\N,\N,\N,\N
tt14183904,\N,\N,\N,\N,\N,\N
tt14188294,\N,\N,\N,Chamkaisi Chindi Udaysi,\N,\N
tt14210948,\N,\N,\N,\N,\N,\N
tt14212580,Fast Fashion - Les dessous de la mode à bas prix,Gilles Bovon; Edouard Perrin,\N,Fast Fashion: the Real Price of Low-Cost Fashion,Edouard Perrin; Gilles Bovon,\N
tt14214940,\N,\N,\N,\N,\N,\N
tt14216534,\N,\N,\N,\N,\N,\N
tt14217026,A Santa Joana dos Matadouros,João Sousa Cardoso,Bertolt Brecht; João Sousa Cardoso; António Preto,\N,\N,\N
tt1422602,Αγωνία μιας αγάπης,Yiorgos Drossis,Yiorgos Drossis,\N,\N,\N
tt1422712,\N,\N,\N,\N,\N,\N
tt14230306,\N,\N,\N,\N,\N,\N
tt14230740,\N,\N,\N,\N,\N,\N
tt14231706,\N,\N,\N,\N,\N,\N
tt14243068,\N,\N,\N,\N,\N,\N
tt14246460,\N,\N,\N,\N,\N,\N
tt1424791,\N,\N,\N,\N,\N,\N
tt14250244,\N,\N,\N,\N,\N,\N
tt14260794,\N,\N,\N,\N,\N,\N
tt14266488,\N,\N,\N,Hathara Varan,\N,\N
tt14272136,\N,\N,\N,\N,\N,\N
tt1427700,\N,\N,\N,\N,\N,\N
tt14285460,\N,\N,\N,\N,\N,\N
tt1429409,\N,\N,\N,\N,\N,\N
tt14296338,\N,\N,\N,Blippi's Snowflake Scavenger Hunt,\N,\N
tt14308892,To the Journey: Looking Back at Star Trek: Voyager,David Zappone,\N,\N,\N,\N
tt1431005,\N,\N,\N,\N,\N,\N
tt1431108,\N,\N,\N,\N,\N,\N
tt1431142,In the Name of the Law,Mukhtar Dadashev,Mukhtar Dadashev,Qanun namina,Mukhtar Dadashev,Mukhtar Dadashev
tt14315640,Trans Los Angeles,Kase Peña,Kase Peña,\N,\N,\N
tt14315814,\N,\N,\N,\N,\N,\N
tt14318244,\N,\N,\N,\N,\N,\N
tt1433528,Henri-Georges Clouzot's Inferno,Serge Bromberg; Ruxandra Medrea,Serge Bromberg,Henri-Georges Clouzot's Inferno,Serge Bromberg; Ruxandra Medrea,Serge Bromberg
tt1433804,\N,\N,\N,\N,\N,\N
tt14350480,\N,\N,\N,\N,\N,\N
tt14362502,Princess,Roberto De Paolis,Roberto De Paolis,Princess,Roberto De Paolis,Roberto De Paolis
tt1436347,\N,\N,\N,\N,\N,\N
tt14371752,\N,\N,\N,\N,\N,\N
tt1437200,\N,\N,\N,\N,\N,\N
tt14389674,Buns,Oleg Asadulin,Konstantin Trofimov; Mikhail Zubko,Rolls,Oleg Asadulin,\N
tt14398828,El hombre que pudo salvar la vida de Michael Jackson por segunda vez,David Chaumel,Jorge Chaumel; David Chaumel,\N,\N,\N
tt1440245,\N,\N,\N,Mahanayak,Debu Pattnaik; Sudhanshu Mohan Sahu,\N
tt14403860,大碗茶,Jingcheng Pan,Quanlai Ma,\N,\N,\N
tt14404384,\N,\N,\N,\N,\N,\N
tt14412532,The Rapist,Aparna Sen,Aparna Sen; Aparna Sen,The Rapist,Aparna Sen,\N
tt14416318,\N,\N,\N,\N,\N,\N
tt1442012,\N,\N,\N,\N,\N,\N
tt1442223,The Sandman and the Lost Sand of Dreams,Jesper Møller; Sinem Sakaoglu,Katharina Reschke; Jan Strathmann,The Sandman and the Lost Sand of Dreams,Sinem Sakaoğlu; Jesper Møller,Katharina Reschke; Jan Strathmann
tt1442327,\N,\N,\N,\N,\N,\N
