tconst,omdb_title,omdb_directors,omdb_writers,wikidata_title,wikidata_directors,wikidata_writers
tt0934442,Wandering Ginza Butterfly,Kazuhiko Yamaguchi,Isao Matsumoto; Kazuhiko Yamaguchi,Wandering Ginza Butterfly,Kazuhiko Yamaguchi,\N
tt0943475,Il principe avventuriero,\N,\N,\N,\N,\N
tt0958092,Die Heiratsfalle,Franz Eckstein; Rosa Porten,Rosa Porten,\N,\N,\N
tt0959556,The Calling,David Ranghelli,\N,\N,\N,\N
tt0961109,Bloody Mondays & Strawberry Pies,Coco Schrijber,Coco Schrijber,Bloody Mondays & Strawberry Pies,Coco Schrijber,Coco Schrijber
tt0962579,Luce nell'ombra,Giorgio Ricci,\N,\N,\N,\N
tt0989833,Kahit ang mundo'y magunaw,Manuel 'Fyke' Cinco,Rico Bello Omagap; Manuel G. Asuncion,\N,\N,\N
tt10064134,The Reunion,Phil Donlon,Dave Rosenberg,\N,\N,\N
tt10160304,Ghost of the Nile,Yasir Al-Yasiri,Mohamed Nayer,\N,\N,\N
tt1016156,Ausgerechnet Bulgarien,Hristo Bakalski,Hristo Bakalski,\N,\N,\N
tt10170880,\N,\N,\N,\N,\N,\N
tt1019940,Nodir Naam Modhumoti,Tanvir Mokammel,Tanvir Mokammel,Nodir Naam Modhumoti,Tanvir Mokammel,\N
tt1020028,Große Lügen!,Jany Tempel,Jany Tempel,\N,\N,\N
tt1020529,Drakmar: A Vassal's Journey,Destin Daniel Cretton; Lowell Frank,\N,\N,\N,\N
tt10232096,Buran,Ainur Askarov,Ainur Askarov,\N,\N,\N
tt10264340,Light from the Tower,Alex R. Wagner,Julia St. Pierre,\N,\N,\N
tt10269680,Active Shooter,Robert Bryce Milburn,Toby Osborne,\N,\N,\N
tt10337580,In Bright Axiom,Spencer McCall,Geordie Aitken; Farouz Gipson; Wylie Herman,\N,\N,\N
tt10356580,Rusi,\N,\N,Rusi,\N,\N
tt10359378,The Land of William Tell,Georges Nicolas Hayek,Georges Nicolas Hayek; Carlo Mandelli; Hans-Peter Spörri,\N,\N,\N
tt10368934,Hello Love,Changxin Li,Changxin Li,\N,\N,\N
tt10399650,\N,\N,\N,\N,\N,\N
tt1042552,Silip,Joel Lamangan,Raquel Villavicencio,\N,\N,\N
tt10486854,Prizrak svobody II,Karel Zalud,Karel Zalud,\N,\N,\N
tt1049413,Up,Pete Docter; Bob Peterson,Bob Peterson; Pete Docter; Tom McCarthy,Up,Bob Peterson; Pete Docter,Bob Peterson; Pete Docter
tt10510962,\N,\N,\N,\N,\N,\N
tt10515214,The Forest Monster,\N,\N,\N,\N,\N
tt10531134,Necropolis: Legion,Chris Alexander,Chris Alexander; Brockton McKinney,\N,\N,\N
tt1053226,Brownies,Hanung Bramantyo,Hanung Bramantyo,Brownies,Hanung Bramantyo,Salman Aristo; Hanung Bramantyo
tt10542462,Onye Ndu,Muoma Obinna,\N,\N,\N,\N
tt10560338,Bhasadbaaz,Abhishek Prasad,Abhishek Prasad,\N,\N,\N
tt1062939,Ma mha 4 khaa khrap,Pantham Thongsangl; Somkait Vituranich,Somkait Vituranich,Ma-Mha,Pantham Thongsangl,\N
tt10640730,Selva,Iñaki Echeberría,Luigi Serradori,\N,\N,\N
tt10676030,Caterpillars,Elvis Sabin Ngaibino,Elvis Sabin Ngaibino,\N,\N,\N
tt10719020,What Makes a Woman,Munroe Bergdorf; Karen McGann,\N,\N,\N,\N
tt10721318,\N,\N,\N,\N,\N,\N
tt1072754,Messages Deleted,Rob Cowan,Larry Cohen,Messages Deleted,Rob Cowan,Larry Cohen
tt10764416,Elvis Unleashed,\N,\N,\N,\N,\N
tt10772992,Intuition,Mckinson Souverain,Chrys Calixte,\N,\N,\N
tt10837952,East of Middle West,Brian Lucke Anderson,Mokotsi Rukundo,\N,\N,\N
tt10837980,\N,\N,\N,\N,\N,\N
tt10844962,\N,\N,\N,\N,\N,\N
tt10872590,Cenestesia,Joan Vall Karsunke,Joan Vall Karsunke,\N,\N,\N
tt10873470,Lee Priest vs. Bodybuilding,Vlad Yudin,\N,\N,\N,\N
tt1087631,Osm srdcí v plamenech,Ferry Seidl,Beatrice Dovská,\N,\N,\N
tt10879516,Nelly,Marco Estrada,Marco Estrada,\N,\N,\N
tt10919042,\N,\N,\N,\N,\N,\N
tt1092601,Lost and Found in Mexico,Caren Cross,Caren Cross,\N,\N,\N
tt1093373,The Last Tomorrow,Drew Rist,Bryan Massey; Drew Rist,\N,\N,\N
tt11024462,Maboroshi no ôkami,Masao Yonezawa,\N,\N,\N,\N
tt11027294,The Indignation,Malcolm Joor,Malcolm Joor,\N,\N,\N
tt11033506,\N,\N,\N,\N,\N,\N
tt11055048,Hellarious,Robert Boocheck; James Feeney; J.M. Logan,Robert Boocheck; James Feeney; Randall Greenland,Hellarious,\N,\N
tt11057944,\N,\N,\N,\N,\N,\N
tt11059108,Entre Muros,José Filipe Costa; João Ribeiro,\N,\N,\N,\N
tt11068940,The Looming,Sam Macon,Sam Macon,\N,\N,\N
tt11073954,Lee's gift,\N,Edus H. Ojeda (Writer),\N,\N,\N
tt1110636,Tödliche Verbindungen,Markus Kleinhans; Edgar Kraus,Markus Kleinhans; Edgar Kraus,Q2463956,Markus Kleinhans; Edgar Kraus,Markus Kleinhans; Edgar Kraus
tt11136244,Rochelle,Andrew Essig,\N,\N,\N,\N
tt11161142,\N,\N,\N,\N,\N,\N
tt1117380,Breathe,Nicholas Winter,\N,Breathe,Nicholas Winter,\N
tt1117390,A Man Without a Country,J.J. Harting,J.J. Harting; Kurt Vonnegut Jr.,\N,\N,\N
tt11178402,Mickey: The Story of a Mouse,Jeff Malmberg,\N,Mickey: The Story of a Mouse,Jeff Malmberg,\N
tt1119196,Secrets of a Medicine Man,Nanette Fenton,Nanette Fenton,\N,\N,\N
tt11287096,Splinters,Natalia Garayalde,Natalia Garayalde,Splinters,\N,\N
tt1130727,Ge zi shu,Ziniu Wu,Nan Ye,\N,\N,\N
tt11394308,Saudi Runaway,Susanne Regina Meures,Susanne Regina Meures,Saudi Runaway,Susanne Regina Meures,Susanne Regina Meures
tt11394650,On the Record,Kirby Dick; Amy Ziering,Kirby Dick; Sara Newens; Amy Ziering,On the Record,Kirby Dick,\N
tt11399972,Da fan dian,Weibang Ma-Xu,\N,\N,\N,\N
tt11436282,The songs of soul,Anuar Raybaev,Anuar Raybaev,\N,\N,\N
tt11438326,Shadows of Freedom,Amos Carlen; Aline Robichaud,Amos Carlen; Aline Robichaud,\N,\N,\N
tt11481082,\N,\N,\N,\N,\N,\N
tt11496596,90 hou de tian tang,Xin Liu,\N,\N,\N,\N
tt1152830,The Joneses,Chris Tyrrell,Stacey Cruwys; Chris Tyrrell,\N,\N,\N
tt1153700,Patang,Prashant Bhargava,Prashant Bhargava; Marina Budhos; Peter Chelkowski,\N,\N,\N
tt11547982,The 2:11 Home,Jim Huggins,Jim Huggins,\N,\N,\N
tt11575054,Power and Politics in Today's World,\N,\N,\N,\N,\N
tt11578464,Po tamburi,Stanislav Tomic,Mario Marko Krce; Dubravko Matakovic; Stanislav Tomic,\N,\N,\N
tt11579124,\N,\N,\N,\N,\N,\N
tt1160982,Anseî imon ôedo no daîjishin,Yaroku Kobayashi,\N,\N,\N,\N
tt1161058,Senza freni,Felice Farina,Felice Farina; Eleonora Fiorini,Q3955510,Felice Farina,\N
tt11633108,Getting Rich in Lagos,Darasen Richards,Conscian Morgan,\N,\N,\N
tt11638970,The Last City,Heinz Emigholz,Heinz Emigholz,The Last City,Heinz Emigholz,Heinz Emigholz
tt1165342,Shachô hisho: Kyonyû sekuhara gari,\N,\N,\N,\N,\N
tt11655972,Taman Lawang,Aditya Gumay,\N,Taman Lawang,Keenen Ivory Wayans,\N
tt11675386,Alone in the Combat Zone,Monjul Baruah,Arambam Debashish Singha,\N,\N,\N
tt11693666,Perfect Life,Véronique Goël,Véronique Goël,\N,\N,\N
tt11698818,Yoga for Health: Basics,Gaston Fernandez Volpe,\N,\N,\N,\N
tt1172179,Katayamazu kouta,Yukio Betsumiya,Tatsuro Jinde; Kesshû Tsukuda,\N,\N,\N
tt1173752,Shôhin eiga-shû: Sankyô no yûsha,Genjirô Saegusa,\N,\N,\N,\N
tt11766766,Homestead,Ehrland Hollingsworth,Ehrland Hollingsworth,\N,\N,\N
tt11778366,\N,\N,\N,\N,\N,\N
tt11779626,Zombie Fighter,Lim Jihwan,Lim Jihwan,Zombie Fighter,Lim Jihwan,\N
tt11807082,Begonia,Gavin Baird,Gavin Baird,\N,\N,\N
tt11839386,Love on the Rainbow,Masaharu Segawa,Osamu Kawase; Katsuya Susaki,\N,\N,\N
tt11845074,Here Be Dragons,Alastair Newton Brown,Alastair Newton Brown,Here Be Dragons,\N,\N
tt1185262,Pourudu,Raj Aditya,Marudhuri Raja,Pourudu,Raj Aditya,\N
tt11924458,\N,\N,\N,\N,\N,\N
tt1196585,Ai zai Xia Wei Yi,Yin Tse,John Yip,\N,\N,\N
tt12035696,Judith,Torgeir Wethal; Eugenio Barba,Eugenio Barba; Roberta Carreri,\N,\N,\N
tt12056434,Sannin somâ daisaku,Shichinosuke Oshimoto,\N,\N,\N,\N
tt12063464,Our Dogs,Jim Peck,Jim Peck,\N,\N,\N
tt1206906,California Scrap Book,\N,\N,California Scrap Book,\N,\N
tt12090302,Fin,Robin Lachenal,Robin Lachenal,\N,\N,\N
tt12109706,Za chornoye serdtse,Cheslav Sabinsky,Andrey Bykhovskiy; Grigori Gritscher-Tscherikower,Q134497105,Cheslav Sabinsky,\N
tt1211875,Karolos Koun,Pantelis Voulgaris,Pantelis Voulgaris (screenplay),\N,\N,\N
tt12120720,On the Rocks,Damien Murray,Scott Bausemer (script),\N,\N,\N
tt12122676,A Gamer's Tale: Get Pwned!,Jake Woodbridge,\N,\N,\N,\N
tt1213037,Il delitto del commendatore,Amedeo Mustacchi,Carlo Dadone,\N,\N,\N
tt12166890,KingCobraJFS: Now it's a Party!,\N,Dorian House,\N,\N,\N
tt12273720,\N,\N,\N,\N,\N,\N
tt12358176,Pup Tales: Chicken Diddle,Linda Gray,Audrey Collins,\N,\N,\N
tt1239321,A Football Star Called Divine: Life and Work of Ademir da Guia,Penna Filho,Penna Filho; Cláudio Schuster,Um Craque Chamado Divino,\N,\N
tt12408930,The Two Mischievous Boys,Owen Fink,Landon Hofer (creator); Sam Robocker,\N,\N,\N
tt12414296,Philippe Garrel à Digne (Premier voyage) (Carnet filmé: 2 mai 1975),Gérard Courant,Gérard Courant (concept),\N,\N,\N
tt1242527,At World's End,Tomas Villum Jensen,Anders Thomas Jensen,At World's End,Q952621,Anders Thomas Jensen
tt1242544,Last Day of Summer,Vlad Yudin,Vlad Yudin,Last Day of Summer,Vlad Yudin,Vlad Yudin
tt1249368,Flores negras,David Carreras,David Carreras; Wolfgang Kirchner; Luis Marías,Flores negras,David Carreras,Luis Marías; David Carreras; Wolfgang Kirchner; Juan María Ruiz Córdoba
tt12504036,Han Zi Gao: The Male Queen,Jinlun Li,\N,\N,\N,\N
tt1250841,Das stärkste ist die Liebe,Kurt Matull,Kurt Matull,\N,\N,\N
tt1258152,Pakten,Jarmo Larsen,Ruben André Evju; Jarmo Larsen,\N,\N,\N
tt12660650,The Road to Elsinore,Wesley Rickert,Wesley Rickert,\N,\N,\N
tt12666384,Skulls of my People,Vincent Moloi,Makgano Mamabolo; Lodi Matsetela; Vincent Moloi,\N,\N,\N
tt1267152,23 Tage - Das YouTube Fan-Tagebuch,Tobias Greber; Detlev Buck,Detlev Buck,\N,\N,\N
tt12672230,Yi jian ding jiang shan,\N,\N,\N,\N,\N
tt12714694,\N,\N,\N,\N,\N,\N
tt12724444,Chun Qiu Fengshen,Hailiang Liu,\N,\N,\N,\N
tt1275585,Dai e qun ci,Chi Lu,Chi Lu,\N,\N,\N
tt12775252,1996 Division One Play Off Final,\N,\N,\N,\N,\N
tt12780094,\N,\N,\N,\N,\N,\N
tt12783454,The Kissing Booth 3,Vince Marcello,Beth Reekles; Vince Marcello; Jay S Arnold,The Kissing Booth 3,Vince Marcello,Vince Marcello
tt12790840,\N,\N,\N,\N,\N,\N
tt12802672,1521: The Quest for Love and Freedom,Michael Barder,Francis B. Lara Ho; Mary Krell-Oishi,1521,\N,\N
tt12833062,Apoorva - The Rare School Days,Nithin Ramakrishnan,Nithin Ramakrishnan,\N,\N,\N
tt12845932,Aka no namida,\N,\N,\N,\N,\N
tt12868184,Benyamin the Troublemaker 2,Hanung Bramantyo,Bagus Bramanti; Senoaji Julius; Hilman Mutasi,Benyamin Biang Kerok 2,Hanung Bramantyo,\N
tt1288406,Life at the Resort,Jeff Sable; Zander Villayne,David Higlen; Deon van Rooyen,\N,\N,\N
tt12886344,True Colors,\N,\N,\N,\N,\N
tt13015408,Alien Country,Boston McConnaughey,Renny Grames; Boston McConnaughey,\N,\N,\N
tt1303824,Yolki Palki,Alexander Gentelev,Alexander Gentelev,\N,\N,\N
tt13044118,\N,\N,\N,\N,\N,\N
tt13056788,Mooncat,Joshua Yuzon,Joshua Yuzon,\N,\N,\N
tt13070836,Enn Nenjai Thottaye,R.K. Anbuselvan,R.K. Anbuselvan,\N,\N,\N
tt1308729,Bullet to the Head,Walter Hill,Alessandro Camon; Alexis Nolent; Colin Wilson,Bullet to the Head,Walter Hill,Walter Hill; Alessandro Camon
tt1313088,40 sai mondai,Yuji Nakae,\N,\N,\N,\N
tt13154856,Aldous Huxley and the Brave New World,Jeff Levry,Jeff Levry,\N,\N,\N
tt13162190,Métamorphoses d'une ville,Philippe Chapuis,Philippe Chapuis; Chapuis Laura,\N,\N,\N
tt13173102,\N,\N,\N,\N,\N,\N
tt13219586,Festival Verdi. Tradizione e innovazione,Stefano Consiglio,\N,\N,\N,\N
tt1322916,Fighting Politics,Emily Vahey,\N,\N,\N,\N
tt13333998,Dente por Dente,Pedro Arantes; Júlio Taubkin,Michel Laub; Arthur Warren,Dente por Dente,\N,\N
tt13368980,Placid Park,Roman Jossart,Roman Jossart; Tom Komisar,\N,\N,\N
tt13376436,Netaji Palkar,Kamalakar Torne,\N,\N,\N,\N
tt13381608,\N,\N,\N,\N,\N,\N
tt1340727,The Opportunity,Lucas Paredi,\N,\N,\N,\N
tt13435818,Thigattadha Kadhal,Manoj K. Jayan,\N,\N,\N,\N
tt1344031,"Willard-Johnson, World's Championship Fight",\N,\N,\N,\N,\N
tt13455606,Para Onde Voam as Feiticeiras,Beto Amaral; Carla Caffé; Eliane Caffé,Beto Amaral; Carla Caffé; Eliane Caffé,\N,\N,\N
tt13491872,Forty Seven,Alireza Ataallahetabrizi; Ahmad Otraghchi,Alireza Ataallahetabrizi; Ahmad Otraghchi,\N,\N,\N
tt13519428,A Mãe de Todas as Lutas,Susanna Lira,Gretha Viana,\N,\N,\N
tt13528680,\N,\N,\N,\N,\N,\N
tt13552934,Wakazuma nama haishin: Misetagari,Amane Satô,Amane Satô,\N,\N,\N
tt1356791,Idonikes diastrofes,Apostolos Tegopoulos,Apostolos Tegopoulos,\N,\N,\N
tt1359029,Skiing Everest,Les Guthman; Mike Marolt,Les Guthman,Skiing Everest,Les Guthman,Les Guthman
tt1360117,L'amazzone nera,Attilio De Virgiliis,\N,\N,\N,\N
tt13621822,\N,\N,\N,\N,\N,\N
tt1364288,Sakdalista,Armando De Guzman,Dominador Ad. Castillo; Johnny Pangilinan,\N,\N,\N
tt13648700,Breaking Barriers - the Casteless Collective,Maja Meiners,Maja Meiners,\N,\N,\N
tt13739490,\N,\N,\N,\N,\N,\N
tt13739728,\N,\N,\N,\N,\N,\N
tt13765104,The Confession,Basil Al-Khatib,Basil Al-Khatib; Majid Alkhatib,\N,\N,\N
tt13826304,Ciudad a la Espalda,Paola Rodas,\N,\N,\N,\N
tt13848412,Land II,Kim Søgaard,\N,\N,\N,\N
tt1385948,Nilave Malare,S.A. Chandrashekhar,\N,\N,\N,\N
tt1391084,Killing Schrödinger's Cats,King-Pin Lei,King-Pin Lei,\N,\N,\N
tt13939198,Gemenc - Árterek világa,Frigyes Olma,Frigyes Olma,\N,\N,\N
tt13966434,Frozen Styph,Ronald Jay Cohen,Ronald Jay Cohen,\N,\N,\N
tt1398949,Blank City,Celine Danhier,\N,Blank City,Celine Danhier,\N
tt14008186,\N,\N,\N,\N,\N,\N
tt14041918,Le prix de la trahison,Melchy Obiang,\N,Le prix de la trahison,Melchy Obiang,\N
tt14063960,Mick Fleetwood & Friends Celebrate the Music of Peter Green,Martyn Atkins,\N,\N,\N,\N
tt14088496,Ulta Palta,N.S. Shankar,N.S. Shankar,Ulta Palta,\N,\N
tt14097180,Somewhere in Queens,Ray Romano,Ray Romano; Mark Stegemann,Somewhere in Queens,Ray Romano,Ray Romano
tt14116202,\N,\N,\N,\N,\N,\N
tt1411965,Tekton,Mariano Donoso,Mariano Donoso,\N,\N,\N
tt14251776,\N,\N,\N,\N,\N,\N
tt14336310,Kane Van Gate's Hockey Journey,\N,\N,\N,\N,\N
tt14338600,Bharathi,Krishne Gowda,\N,\N,\N,\N
tt14338682,Zabardast,Ram Bharath Devan,\N,\N,\N,\N
tt14345418,\N,\N,\N,\N,\N,\N
tt14350812,No Fare,Matt Holt,\N,\N,\N,\N
tt1435572,Qi ye liu mang,Chih-Chao Chang,Ji-Shang Lu,\N,\N,\N
tt1442568,Blind Maze,Heather Parisi,Heather Parisi; Cinzia Masotina,\N,\N,\N
tt14445112,\N,\N,\N,\N,\N,\N
tt14462284,Nosferatu,\N,\N,\N,\N,\N
tt1447499,Matching Jack,Nadia Tass,Lynne Renew; David Parker,Matching Jack,Nadia Tass,\N
tt1451635,Stitches,Steve Ashworth,Steve Ashworth (screenplay),\N,\N,\N
tt1454520,One Village Same Ocean,Josh Hansbrough,Justin Anderson (narration script); Josh Hansbrough (story),\N,\N,\N
tt14558662,Umpetha [Sportsman),\N,\N,\N,\N,\N
tt14591312,Guillotine,Ray Izad-Mehr,Nabor Cabanillas; Ray Izad-Mehr; Lisa Molenda,\N,\N,\N
tt1459234,Senza amore,Renato Giordano,\N,Q20005970,Renato Giordano,\N
tt14598734,Hero,Anand Annamalai,\N,\N,\N,\N
tt1460643,Pimp,Robert Cavanah,Jon Kirby; Robert Cavanah,Pimp,Robert Cavanah,\N
tt1467326,Forward/Backward,Kendall Lynch; Elizabeth Spear,Elizabeth Spear; Kendall Lynch,\N,\N,\N
tt14687306,María Luisa Bemberg: The Echo of My Voice,Alejandro Maci,Alejandro Maci,María Luisa Bemberg: El eco de mi voz,Alejandro Maci,Alejandro Maci
tt1471248,Road to the Altar,Annie Lukowski,Annie Lukowski; Leyna Weber,\N,\N,\N
tt1473001,Anupama,Bijay Ketan Mishra,\N,Anupama,\N,\N
tt14730898,Thavarina Theru,G.K. Mudduraj,B.A. Madhu; G.K. Mudduraj,\N,\N,\N
tt14776720,Agyaatvaas,Manoj Kumar Ricky,Rishi Gala; Manoj Kumar Ricky,\N,\N,\N
tt14803538,The Extortion,Martino Zaidelis,Emanuel Diez,La extorsión,Martino Zaidelis,Emanuel Diez
tt14922354,Who Am I?,\N,Jasper Kennedy,\N,\N,\N
tt15016412,\N,\N,\N,\N,\N,\N
tt15041474,\N,\N,\N,\N,\N,\N
tt1504382,El burro jorobado,Raúl Quintanilla Alvarado,Raúl Quintanilla Alvarado,\N,\N,\N
tt15048024,Land Shark,Siyu Cheng,Siyu Cheng; Siwei Tao,Land Shark,\N,\N
tt15058340,Messing Around,Harbance Kumar,Harbance Kumar,\N,\N,\N
tt1506965,Smoorverliefd,Hilde Van Mieghem,Bert Scholiers; Hilde Van Mieghem,Smoorverliefd,Hilde van Mieghem,Hilde van Mieghem; Bert Scholiers
tt15114108,Room 105,Brad Romeo Hodge,Brad Romeo Hodge; Emily Kraudel,\N,\N,\N
tt15121860,Forensic,Vishal Furia,Mansi Bagla; Adhir Bhat; Ajit Jagtap,Forensic,\N,\N
tt15126710,\N,\N,\N,\N,\N,\N
tt15131266,As Good as Dead,R. Ellis Frazier,Michael Jai White,As Good as Dead,\N,\N
tt15140266,Brain Power,\N,\N,\N,\N,\N
tt1514048,Loving the Bad Man,Péter Engert,Giovanni Igneri; Wes Halula; Péter Engert,\N,\N,\N
tt15185988,Raiders of the Lost Clam to the Future,Dana Graham Phelps,Dana Graham Phelps,\N,\N,\N
tt15220122,\N,\N,\N,\N,\N,\N
tt1522309,Still a Teen Movie,Melvin James,Cris Cartier; Melvin James,\N,\N,\N
tt1530545,Szinglik éjszakája,Tamás Sas,András Kovács M.; Péter Szajki; Nóra Zsigmond,Szinglik éjszakája,Tamás Sas,Sándor Szélesi
tt15328122,Sour Lemon,Javad Razavian,\N,\N,\N,\N
tt1547919,Nothing to Declare,Julie Glass,Julie Glass,\N,\N,\N
tt1552750,Tian tang ao,Zhanjun An,Jian-xun Guo; Chen Wang,\N,\N,\N
tt15541502,\N,\N,\N,\N,\N,\N
tt15551988,\N,\N,\N,\N,\N,\N
tt15613488,\N,\N,\N,\N,\N,\N
tt1561457,Double Down,Neil Breen,Neil Breen,\N,\N,\N
tt15622856,"Mitabime no, shojiki",Tadashi Nohara,Tadashi Nohara,\N,\N,\N
tt15685582,Red Hour,\N,\N,\N,\N,\N
tt15716328,DeMon,David Daze,David Daze,\N,\N,\N
tt15723074,10th Class Diaries,Anji,Achut Ramarao,10th Class Diaries,Anji,\N
tt15723990,Access All Areas,Charlotte Fantelli,Charlotte Fantelli; Emma Page,\N,\N,\N
tt15743130,May You Stay Forever Young,Sum Lam; Xia Ren,\N,May You Stay Forever Young,Ren Xia,\N
tt15744346,\N,\N,\N,\N,\N,\N
tt15761332,Hádkovi,Vojtech Moravec,Vojtech Moravec; Sandra Nováková,Hádkovi,Vojtěch Moravec,Sandra Nováková; Vojtěch Moravec
tt15777864,Hilda and the Mountain King,Andy Coyle,Luke Pearson; Stephanie Simpson; Kurt Mueller,Hilda and the Mountain King,Andy Coyle,\N
tt15779058,Love Triangle,Dele Ogundipe,\N,\N,\N,\N
tt15779976,Reptchild,Brockton McKinney,Brockton McKinney,\N,\N,\N
tt15839006,\N,\N,\N,\N,\N,\N
tt15847552,The Pill,Franco Clarke,Franco Clarke,\N,\N,\N
tt15847878,\N,\N,\N,\N,\N,\N
tt15847956,\N,\N,\N,\N,\N,\N
tt15891062,U-Turn,Peter Baloff,Austin Salavarrieta; Cleavandor Wright,\N,\N,\N
tt1590297,Bush League,Cy Kuckenbaker,\N,\N,\N,\N
tt1595655,Untitled Keith Richards Documentary,Johnny Depp,\N,\N,\N,\N
tt1601453,Bolo Na Tumi Amar,Sujit Mondal,N.K. Salil,Bolo natumi aamar,Sujit Mondal,N.K. Salil
tt16058374,Bigfoot in search of the truth,Geovanni Molina,Geovanni Molina,\N,\N,\N
tt1606761,Sword of Desperation,Hideyuki Hirayama,Shûhei Fujisawa; Hidehiro Itô; Itaru Era,Sword of Desperation,Hideyuki Hirayama,\N
tt16077276,The Misanthropic Cow,Nathan C. Lalonde,Nathan C. Lalonde,\N,\N,\N
tt16124478,Memory Lane,Desmond Elliot,Francisca Eleyele; Seleye Fubara,\N,\N,\N
tt16149794,Black Dove,John Njamah,Frances Okeke,\N,\N,\N
tt16162032,Desperate Shareholders,Ilya Farfell,Anatoliy Molchanov; Vyacheslav Zub,Otchayannye dolshchiki,\N,\N
tt1623777,Honest Man: The Life of R. Budd Dwyer,James Dirschberger,Adam Wroblewski; James Dirschberger,Honest Man: The Life of R. Budd Dwyer,Jim Dirschberger,\N
tt16245176,Det som inte kommer,Josué Fiallo,Josué Fiallo,\N,\N,\N
tt1625155,Blood of My Blood,João Canijo,João Canijo,Blood of My Blood,Q658661,Q658661
tt16256834,Ed ecco a voi,Ferruccio Castronuovo,Ferruccio Castronuovo,\N,\N,\N
tt16280912,Humane,Caitlin Cronenberg,Michael Sparaga,Humane,Caitlin Cronenberg,\N
tt16288700,\N,\N,\N,\N,\N,\N
tt16305606,JFK: How to Kill A President,Mark Howitt,Mark Howitt,\N,\N,\N
tt1632544,From Me to You,Naoto Kumazawa,Karuho Shiina; Rika Nezu; Naoto Kumazawa,Kimi ni Todoke,Naoto Kumazawa,\N
tt1637688,In Time,Andrew Niccol,Andrew Niccol,In Time,Andrew Niccol,Andrew Niccol
tt1639883,Shivering Inside,Rodrigo Cipriano,Rodrigo Cipriano,\N,\N,\N
tt16418448,Si ai vaccini,Micol Pallucca,Micol Pallucca,\N,\N,\N
tt16607056,\N,\N,\N,\N,\N,\N
tt16612280,¿Vienes o Voy?,Jaime Botella,Davi Vega,\N,\N,\N
tt1672166,Acid Head: The Buzzard Nuts County Slaughter,Tony Watt,Tony Watt; Luke van Belkom; Vivita,\N,\N,\N
tt16787020,Last Man Standing: The Chronicles of Myron Sugerman,Jonny Caplan,Jonny Caplan,\N,\N,\N
tt1690433,Amagoduka,\N,\N,\N,\N,\N
tt17077058,Homestay,Natsuki Seta,Abhichoke Chandrasen; Eto Mori; Eakasit Thairaat,Homestay,Natsuki Seta,\N
tt17081166,Tumnii neg,Dejidiin Jigjid,Lamjav Vangan,One of the People,Dejidiin Jigjid,Lamzhavyn Vangan
tt1710551,Dante Ferretti: Scenografo italiano,Gianfranco Giagni,Gianfranco Giagni,\N,\N,\N
tt1713561,Upside Down,John Shepphird,John Shepphird,\N,\N,\N
tt1737256,The Island,Kamen Kalev,Kamen Kalev,The Island,Kamen Kalev,Kamen Kalev
tt1753775,\N,\N,\N,\N,\N,\N
tt1754166,Mahpeyker - Kösem Sultan,Tarkan Özel,Avni Özgürel,\N,\N,\N
tt1760936,Bikyaku kyôshi: Hiraite monzetsu,Naoyuki Tomomatsu,Naoyuki Tomomatsu,\N,\N,\N
tt1767353,Commie Camp,Katie Halper; Nora Eisenberg,\N,\N,\N,\N
tt1796657,How Not to Rescue a Princess,Sergei Glezin,Alexander Boyarskiy; Vitaly Kozlov; Olga Nikiforova,How Not to Rescue a Princess,Sergey Glezin,Aleksandr Boyarskiy
tt1810711,National Geographic: Inside North Korea,\N,Peter Yost,\N,\N,\N
tt1815673,The Fatherless,Marie Kreutzer,Marie Kreutzer,The Fatherless,Marie Kreutzer,Marie Kreutzer
tt18184498,Perfect Strangers,\N,\N,\N,\N,\N
tt18225644,Ouija: A New Beginning,Jason Hawkins,Jason Hawkins,\N,\N,\N
tt18239308,Lacrime Di Natale,Donovan Pontoriero,Niccolò Di Mauro; Davide Giacomelli,\N,\N,\N
tt18289422,De Vuelta a Casa (The Way Home),Darius Stevens Wilhere,Darius Stevens Wilhere,\N,\N,\N
tt1837645,\N,\N,\N,\N,\N,\N
tt1838442,Zhertva dlya imperatora,Roza Orynbasarova,Vitaliy Moskalenko,\N,\N,\N
tt18570468,Celeb Five: Behind the Curtain,Min-Seok Go; Kim Joo-Hyung,\N,Celeb Five: Behind the Curtain,\N,\N
tt1866285,Um homem de moral,Ricardo Dias,Ricardo Dias,Um Homem de Moral,\N,\N
tt1880984,Jez Jerzy,Tomasz Lesniak; Jakub Tarkowski; Wojtek Wawszczyk,Rafal Skarzycki,George the Hedgehog,Wojtek Wawszczyk; Tomasz Lew Leśniak,Rafał Skarżycki
tt18937694,Folon,Gaetan Saint-Rémy,Gaetan Saint-Rémy,\N,\N,\N
tt18954468,Raja Bhartrahari,Shree Nath Patankar,G. Mohanial Dave,\N,\N,\N
tt18955624,Vihdoinkin,\N,Tomi Lindblom,\N,\N,\N
tt1922709,\N,\N,\N,\N,\N,\N
tt19371446,GradVision,Andrei Sylvan Horia,Andrei Sylvan Horia; Sebastian Medrea,\N,\N,\N
tt1941680,Englewood: The Growing Pains in Chicago,William L. Cochran,William L. Cochran,\N,\N,\N
tt19516392,\N,\N,\N,\N,\N,\N
tt1954835,Smith Hill,Craig Looney,Craig Looney,\N,\N,\N
